item,api_id,check item
Ritual mulch,28154,ritual mulch
Riyl remains,3400,riyl remains
Roast beast meat,9988,roast beast meat
Roast bird meat,9980,roast bird meat
Roast rabbit,7223,roast rabbit
Robe bottom of darkness,20137,robe bottom of darkness
Robe top of darkness,20131,robe top of darkness
Robin hood hat,2581,robin hood hat
Rock hammer,4162,rock hammer
Rock thrownhammer,21754,rock thrownhammer
Rock-climbing boots,2203,rock-climbing boots
Rock-shell boots,6145,rock-shell boots
Rock-shell chunk,6157,rock-shell chunk
Rock-shell gloves,6151,rock-shell gloves
Rock-shell helm,6128,rock-shell helm
Rock-shell legs,6130,rock-shell legs
Rock-shell plate,6129,rock-shell plate
Rock-shell shard,6159,rock-shell shard
Rock-shell splinter,6161,rock-shell splinter
Rocking chair (flatpack),8500,rocking chair (flatpack)
Roe,11324,roe
Rolling pin,7445,rolling pin
Rope,954,rope
Rosemary,6014,rosemary
Rosemary seed,5097,rosemary seed
Royal crown,12397,royal crown
Royal gown bottom,12395,royal gown bottom
Royal gown top,12393,royal gown top
Royal sceptre,12439,royal sceptre
Ruby,1603,ruby
Ruby amulet,1698,ruby amulet
Ruby amulet (u),1679,ruby amulet (u)
Ruby bolt tips,9191,ruby bolt tips
Ruby bolts,9339,ruby bolts
Ruby bolts (e),9242,ruby bolts (e)
Ruby bracelet,11085,ruby bracelet
Ruby dragon bolts,21967,ruby dragon bolts
Ruby dragon bolts (e),21944,ruby dragon bolts (e)
Ruby harvest (item),10020,ruby harvest (item)
Ruby harvest mix (1),29204,ruby harvest mix (1)
Ruby harvest mix (2),29186,ruby harvest mix (2)
Ruby necklace,1660,ruby necklace
Ruby ring,1641,ruby ring
Rum,28896,rum
Rune 2h sword,1319,rune 2h sword
Rune armour set (lg),13024,rune armour set (lg)
Rune armour set (sk),13026,rune armour set (sk)
Rune arrow,892,rune arrow
Rune arrow(p),893,rune arrow(p)
Rune arrow(p+),5621,rune arrow(p+)
Rune arrow(p++),5627,rune arrow(p++)
Rune arrowtips,44,rune arrowtips
Rune axe,1359,rune axe
Rune battleaxe,1373,rune battleaxe
Rune boots,4131,rune boots
Rune brutal,4803,rune brutal
Rune cane,12379,rune cane
Rune chainbody,1113,rune chainbody
Rune claws,3101,rune claws
Rune crossbow,9185,rune crossbow
Rune dagger,1213,rune dagger
Rune dagger(p),1229,rune dagger(p)
Rune dagger(p+),5678,rune dagger(p+)
Rune dagger(p++),5696,rune dagger(p++)
Rune dart,811,rune dart
Rune dart tip,824,rune dart tip
Rune dart(p),817,rune dart(p)
Rune dart(p+),5634,rune dart(p+)
Rune dart(p++),5641,rune dart(p++)
Rune defender ornament kit,23227,rune defender ornament kit
Rune dragon mask,23273,rune dragon mask
Rune essence,1436,rune essence
Rune felling axe,28214,rune felling axe
Rune full helm,1163,rune full helm
Rune full helm (g),2619,rune full helm (g)
Rune full helm (t),2627,rune full helm (t)
Rune gold-trimmed set (lg),13032,rune gold-trimmed set (lg)
Rune gold-trimmed set (sk),13034,rune gold-trimmed set (sk)
Rune halberd,3202,rune halberd
Rune hasta,11377,rune hasta
Rune hasta(p),11414,rune hasta(p)
Rune hasta(p+),11417,rune hasta(p+)
Rune hasta(p++),11419,rune hasta(p++)
Rune helm (h1),10286,rune helm (h1)
Rune helm (h2),10288,rune helm (h2)
Rune helm (h3),10290,rune helm (h3)
Rune helm (h4),10292,rune helm (h4)
Rune helm (h5),10294,rune helm (h5)
Rune javelin,830,rune javelin
Rune javelin heads,19580,rune javelin heads
Rune javelin(p),836,rune javelin(p)
Rune javelin(p+),5647,rune javelin(p+)
Rune javelin(p++),5653,rune javelin(p++)
Rune kiteshield,1201,rune kiteshield
Rune kiteshield (g),2621,rune kiteshield (g)
Rune kiteshield (t),2629,rune kiteshield (t)
Rune knife,868,rune knife
Rune knife(p),876,rune knife(p)
Rune knife(p+),5660,rune knife(p+)
Rune knife(p++),5667,rune knife(p++)
Rune longsword,1303,rune longsword
Rune mace,1432,rune mace
Rune med helm,1147,rune med helm
Rune nails,4824,rune nails
Rune pickaxe,1275,rune pickaxe
Rune platebody,1127,rune platebody
Rune platebody (g),2615,rune platebody (g)
Rune platebody (h1),23209,rune platebody (h1)
Rune platebody (h2),23212,rune platebody (h2)
Rune platebody (h3),23215,rune platebody (h3)
Rune platebody (h4),23218,rune platebody (h4)
Rune platebody (h5),23221,rune platebody (h5)
Rune platebody (t),2623,rune platebody (t)
Rune platelegs,1079,rune platelegs
Rune platelegs (g),2617,rune platelegs (g)
Rune platelegs (t),2625,rune platelegs (t)
Rune plateskirt,1093,rune plateskirt
Rune plateskirt (g),3476,rune plateskirt (g)
Rune plateskirt (t),3477,rune plateskirt (t)
Rune pouch note,24587,rune pouch note
Rune scimitar,1333,rune scimitar
Rune scimitar ornament kit (guthix),23321,rune scimitar ornament kit (guthix)
Rune scimitar ornament kit (saradomin),23324,rune scimitar ornament kit (saradomin)
Rune scimitar ornament kit (zamorak),23327,rune scimitar ornament kit (zamorak)
Rune shield (h1),7336,rune shield (h1)
Rune shield (h2),7342,rune shield (h2)
Rune shield (h3),7348,rune shield (h3)
Rune shield (h4),7354,rune shield (h4)
Rune shield (h5),7360,rune shield (h5)
Rune spear,1247,rune spear
Rune spear(p),1261,rune spear(p)
Rune spear(p+),5714,rune spear(p+)
Rune spear(p++),5728,rune spear(p++)
Rune sq shield,1185,rune sq shield
Rune sword,1289,rune sword
Rune thrownaxe,805,rune thrownaxe
Rune trimmed set (lg),13028,rune trimmed set (lg)
Rune trimmed set (sk),13030,rune trimmed set (sk)
Rune warhammer,1347,rune warhammer
Runescroll of bloodbark,25481,runescroll of bloodbark
Runescroll of swampbark,25478,runescroll of swampbark
Runite bar,2363,runite bar
Runite bolts,9144,runite bolts
Runite bolts (p),9291,runite bolts (p)
Runite bolts (p+),9298,runite bolts (p+)
Runite bolts (p++),9305,runite bolts (p++)
Runite bolts (unf),9381,runite bolts (unf)
Runite crossbow (u),9465,runite crossbow (u)
Runite limbs,9431,runite limbs
Runite ore,451,runite ore
Sacred oil(1),3436,sacred oil(1)
Sacred oil(2),3434,sacred oil(2)
Sacred oil(3),3432,sacred oil(3)
Sacred oil(4),3430,sacred oil(4)
Sagacious spectacles,12337,sagacious spectacles
Salmon,329,salmon
Saltpetre,13421,saltpetre
Salve graveyard teleport (tablet),19619,salve graveyard teleport (tablet)
Samurai boots,20047,samurai boots
Samurai gloves,20041,samurai gloves
Samurai greaves,20044,samurai greaves
Samurai kasa,20035,samurai kasa
Samurai shirt,20038,samurai shirt
Sandstone (10kg),6977,sandstone (10kg)
Sandstone (1kg),6971,sandstone (1kg)
Sandstone (2kg),6973,sandstone (2kg)
Sandstone (5kg),6975,sandstone (5kg)
Sandwich lady bottom,23318,sandwich lady bottom
Sandwich lady hat,23312,sandwich lady hat
Sandwich lady top,23315,sandwich lady top
Sandworms,13431,sandworms
Sanfew serum(1),10931,sanfew serum(1)
Sanfew serum(2),10929,sanfew serum(2)
Sanfew serum(3),10927,sanfew serum(3)
Sanfew serum(4),10925,sanfew serum(4)
Sanguinesti staff (uncharged),22481,sanguinesti staff (uncharged)
Santa hat,1050,santa hat
Sapphire,1607,sapphire
Sapphire amulet,1694,sapphire amulet
Sapphire amulet (u),1675,sapphire amulet (u)
Sapphire bolt tips,9189,sapphire bolt tips
Sapphire bolts,9337,sapphire bolts
Sapphire bolts (e),9240,sapphire bolts (e)
Sapphire bracelet,11072,sapphire bracelet
Sapphire dragon bolts,21963,sapphire dragon bolts
Sapphire dragon bolts (e),21940,sapphire dragon bolts (e)
Sapphire glacialis (item),10018,sapphire glacialis (item)
Sapphire glacialis mix (1),29198,sapphire glacialis mix (1)
Sapphire glacialis mix (2),29180,sapphire glacialis mix (2)
Sapphire necklace,1656,sapphire necklace
Sapphire ring,1637,sapphire ring
Sarachnis cudgel,23528,sarachnis cudgel
Saradomin armour set (lg),13040,saradomin armour set (lg)
Saradomin armour set (sk),13042,saradomin armour set (sk)
Saradomin bracers,10384,saradomin bracers
Saradomin brew(1),6691,saradomin brew(1)
Saradomin brew(2),6689,saradomin brew(2)
Saradomin brew(3),6687,saradomin brew(3)
Saradomin brew(4),6685,saradomin brew(4)
Saradomin chaps,10388,saradomin chaps
Saradomin cloak,10446,saradomin cloak
Saradomin coif,10390,saradomin coif
Saradomin crozier,10440,saradomin crozier
Saradomin d'hide body,10386,saradomin d'hide body
Saradomin d'hide boots,19933,saradomin d'hide boots
Saradomin d'hide shield,23191,saradomin d'hide shield
Saradomin dragonhide set,13163,saradomin dragonhide set
Saradomin full helm,2665,saradomin full helm
Saradomin godsword,11806,saradomin godsword
Saradomin godsword ornament kit,20074,saradomin godsword ornament kit
Saradomin hilt,11814,saradomin hilt
Saradomin kiteshield,2667,saradomin kiteshield
Saradomin mitre,10452,saradomin mitre
Saradomin mjolnir,6762,saradomin mjolnir
Saradomin page 1,3827,saradomin page 1
Saradomin page 2,3828,saradomin page 2
Saradomin page 3,3829,saradomin page 3
Saradomin page 4,3830,saradomin page 4
Saradomin platebody,2661,saradomin platebody
Saradomin platelegs,2663,saradomin platelegs
Saradomin plateskirt,3479,saradomin plateskirt
Saradomin robe legs,10464,saradomin robe legs
Saradomin robe top,10458,saradomin robe top
Saradomin stole,10470,saradomin stole
Saradomin sword,11838,saradomin sword
Saradomin's light,13256,saradomin's light
Saradomin's tear,12804,saradomin's tear
Sardine,325,sardine
Saturated heart,27641,saturated heart
Saw,8794,saw
Sawmill voucher,28628,sawmill voucher
Scaly blue dragonhide,27897,scaly blue dragonhide
Scrambled egg,7078,scrambled egg
Scythe of vitur (uncharged),22486,scythe of vitur (uncharged)
Sea turtle,397,sea turtle
Searing page,28931,searing page
Seasoned sardine,1552,seasoned sardine
Seaweed,401,seaweed
Seaweed spore,21490,seaweed spore
Secateurs,5329,secateurs
Secateurs attachment,28161,secateurs attachment
Secateurs blade,28159,secateurs blade
Security book,9003,security book
Seed dibber,5343,seed dibber
Seercull,6724,seercull
Seers icon,28304,seers icon
Seers ring,6731,seers ring
Senntisten teleport (tablet),12782,senntisten teleport (tablet)
Serpentine helm (uncharged),12929,serpentine helm (uncharged)
Serpentine visage,12927,serpentine visage
Serum 207 (1),3414,serum 207 (1)
Serum 207 (2),3412,serum 207 (2)
Serum 207 (3),3410,serum 207 (3)
Serum 207 (4),3408,serum 207 (4)
Shade robe,548,shade robe
Shade robe top,546,shade robe top
Shaikahan bones,3123,shaikahan bones
Shaman mask,21838,shaman mask
Shantay pass (item),1854,shantay pass (item)
Shark,385,shark
Shattered banner,26424,shattered banner
Shattered boots (t1),26436,shattered boots (t1)
Shattered boots (t2),26448,shattered boots (t2)
Shattered boots (t3),26460,shattered boots (t3)
Shattered cane,26517,shattered cane
Shattered cannon ornament kit,26528,shattered cannon ornament kit
Shattered hood (t1),26427,shattered hood (t1)
Shattered hood (t2),26439,shattered hood (t2)
Shattered hood (t3),26451,shattered hood (t3)
Shattered relic hunter (t1) armour set,26554,shattered relic hunter (t1) armour set
Shattered relic hunter (t2) armour set,26557,shattered relic hunter (t2) armour set
Shattered relic hunter (t3) armour set,26560,shattered relic hunter (t3) armour set
Shattered relics mystic ornament kit,26541,shattered relics mystic ornament kit
Shattered relics variety ornament kit,26421,shattered relics variety ornament kit
Shattered relics void ornament kit,26479,shattered relics void ornament kit
Shattered teleport scroll,26500,shattered teleport scroll
Shattered top (t1),26430,shattered top (t1)
Shattered top (t2),26442,shattered top (t2)
Shattered top (t3),26454,shattered top (t3)
Shattered trousers (t1),26433,shattered trousers (t1)
Shattered trousers (t2),26445,shattered trousers (t2)
Shattered trousers (t3),26457,shattered trousers (t3)
Shaving stand (flatpack),8596,shaving stand (flatpack)
Shayzien banner,20263,shayzien banner
Shayzien hood,20125,shayzien hood
Shayzien scarf,19955,shayzien scarf
Shears,1735,shears
Shield left half,2366,shield left half
Shield right half,2368,shield right half
Ship ticket,621,ship ticket
Shirt (brown),5030,shirt (brown)
Shirt (lilac),5034,shirt (lilac)
Shirt (yellow),5032,shirt (yellow)
Shoe box (flatpack),8610,shoe box (flatpack)
Short green guy,2080,short green guy
Shortbow,841,shortbow
Shortbow (u),50,shortbow (u)
Shorts (blue),5046,shorts (blue)
Shorts (brown),5042,shorts (brown)
Shorts (yellow),5044,shorts (yellow)
Shoulder parrot,23300,shoulder parrot
Shrimps,315,shrimps
Shrunk ogleroot,11205,shrunk ogleroot
Sickle mould,2976,sickle mould
Sigil of aggression,26132,sigil of aggression
Sigil of agile fortune,28493,sigil of agile fortune
Sigil of barrows,26009,sigil of barrows
Sigil of binding,26066,sigil of binding
Sigil of consistency,25994,sigil of consistency
Sigil of deft strikes,26012,sigil of deft strikes
Sigil of devotion,26099,sigil of devotion
Sigil of enhanced harvest,26018,sigil of enhanced harvest
Sigil of escaping,26069,sigil of escaping
Sigil of exaggeration,26057,sigil of exaggeration
Sigil of faith,28520,sigil of faith
Sigil of finality,26126,sigil of finality
Sigil of fortification,26006,sigil of fortification
Sigil of freedom,26015,sigil of freedom
Sigil of garments,26105,sigil of garments
Sigil of hoarding,28481,sigil of hoarding
Sigil of last recall,26144,sigil of last recall
Sigil of mobility,26054,sigil of mobility
Sigil of nature,26096,sigil of nature
Sigil of pious protection,26129,sigil of pious protection
Sigil of precision,28514,sigil of precision
Sigil of preservation,26123,sigil of preservation
Sigil of prosperity,26081,sigil of prosperity
Sigil of rampage,26135,sigil of rampage
Sigil of remote storage,26141,sigil of remote storage
Sigil of resilience,25991,sigil of resilience
Sigil of resistance,28490,sigil of resistance
Sigil of slaughter,26108,sigil of slaughter
Sigil of specialised strikes,26060,sigil of specialised strikes
Sigil of stamina,26042,sigil of stamina
Sigil of storage,26021,sigil of storage
Sigil of supreme stamina,26120,sigil of supreme stamina
Sigil of sustenance,28478,sigil of sustenance
Sigil of the abyss,26039,sigil of the abyss
Sigil of the alchemaniac,28484,sigil of the alchemaniac
Sigil of the alchemist,26027,sigil of the alchemist
Sigil of the augmented thrall,28517,sigil of the augmented thrall
Sigil of the barbarians,26090,sigil of the barbarians
Sigil of the bloodhound,28511,sigil of the bloodhound
Sigil of the chef,26033,sigil of the chef
Sigil of the craftsman,26036,sigil of the craftsman
Sigil of the dwarves,26084,sigil of the dwarves
Sigil of the elves,26087,sigil of the elves
Sigil of the eternal jeweller,26048,sigil of the eternal jeweller
Sigil of the feral fighter,26075,sigil of the feral fighter
Sigil of the fletcher,26030,sigil of the fletcher
Sigil of the food master,28496,sigil of the food master
Sigil of the forager,26102,sigil of the forager
Sigil of the formidable fighter,25997,sigil of the formidable fighter
Sigil of the fortune farmer,26111,sigil of the fortune farmer
Sigil of the gnomes,26093,sigil of the gnomes
Sigil of the guardian angel,26147,sigil of the guardian angel
Sigil of the hunter,28487,sigil of the hunter
Sigil of the infernal chef,28502,sigil of the infernal chef
Sigil of the infernal smith,28505,sigil of the infernal smith
Sigil of the lightbearer,28508,sigil of the lightbearer
Sigil of the menacing mage,26078,sigil of the menacing mage
Sigil of the meticulous mage,26003,sigil of the meticulous mage
Sigil of the ninja,28526,sigil of the ninja
Sigil of the porcupine,26063,sigil of the porcupine
Sigil of the potion master,26045,sigil of the potion master
Sigil of the rigorous ranger,26000,sigil of the rigorous ranger
Sigil of the ruthless ranger,26072,sigil of the ruthless ranger
Sigil of the serpent,26117,sigil of the serpent
Sigil of the skiller,26138,sigil of the skiller
Sigil of the smith,26024,sigil of the smith
Sigil of the treasure hunter,26051,sigil of the treasure hunter
Sigil of the well-fed,28499,sigil of the well-fed
Sigil of titanium,28523,sigil of titanium
Sigil of versatility,26114,sigil of versatility
Sigil of woodcraft,28529,sigil of woodcraft
Silk,950,silk
Silver bar,2355,silver bar
Silver bolts,9145,silver bolts
Silver bolts (p),9292,silver bolts (p)
Silver bolts (p+),9299,silver bolts (p+)
Silver bolts (p++),9306,silver bolts (p++)
Silver bolts (unf),9382,silver bolts (unf)
Silver dust,7650,silver dust
Silver locks,25451,silver locks
Silver ore,442,silver ore
Silver sickle,2961,silver sickle
Sinew,9436,sinew
Sinister key,993,sinister key
Skeletal boots,6147,skeletal boots
Skeletal bottoms,6141,skeletal bottoms
Skeletal gloves,6153,skeletal gloves
Skeletal helm,6137,skeletal helm
Skeletal top,6139,skeletal top
Skeletal visage,22006,skeletal visage
Skewer,7443,skewer
Skewer stick,6305,skewer stick
Skills necklace,11113,skills necklace
Skills necklace(4),11105,skills necklace(4)
Skills necklace(6),11968,skills necklace(6)
Skirt (blue),5052,skirt (blue)
Skirt (brown),5048,skirt (brown)
Skirt (lilac),5050,skirt (lilac)
Skull of vet'ion,27673,skull of vet'ion
Skull piece,6163,skull piece
Slayer bell,10952,slayer bell
Slayer's enchantment,21257,slayer's enchantment
Slayer's respite,5759,slayer's respite
Slayer's respite(4),5841,slayer's respite(4)
Slayer's respite(m),5761,slayer's respite(m)
Slayer's respite(m4),5921,slayer's respite(m4)
Slayer's staff,4170,slayer's staff
Sleeping cap,10398,sleeping cap
Sliced banana,3162,sliced banana
Sliced mushrooms,7080,sliced mushrooms
Small box hedge (bagged),8441,small box hedge (bagged)
Small fishing net,303,small fishing net
Smoke battlestaff,11998,smoke battlestaff
Smoke rune,4697,smoke rune
Smouldering stone,13233,smouldering stone
Snake hide,6287,snake hide
Snake hide (swamp),7801,snake hide (swamp)
Snakeskin,6289,snakeskin
Snakeskin bandana,6326,snakeskin bandana
Snakeskin body,6322,snakeskin body
Snakeskin boots,6328,snakeskin boots
Snakeskin chaps,6324,snakeskin chaps
Snakeskin shield,22272,snakeskin shield
Snakeskin vambraces,6330,snakeskin vambraces
Snapdragon,3000,snapdragon
Snapdragon potion (unf),3004,snapdragon potion (unf)
Snapdragon seed,5300,snapdragon seed
Snape grass,231,snape grass
Snape grass seed,22879,snape grass seed
Snowy knight (item),10016,snowy knight (item)
Snowy knight mix (1),29201,snowy knight mix (1)
Snowy knight mix (2),29183,snowy knight mix (2)
Soaked page,25578,soaked page
Soda ash,1781,soda ash
Soft clay,1761,soft clay
Soul rune,566,soul rune
Soulreaper axe,28338,soulreaper axe
Spade,952,spade
Spatula,7439,spatula
Spectral sigil,12823,spectral sigil
Spectral spirit shield,12821,spectral spirit shield
Spice,2007,spice
Spicy crunchies,2213,spicy crunchies
Spicy minced meat,9996,spicy minced meat
Spicy sauce,7072,spicy sauce
Spicy tomato,9994,spicy tomato
Spider carcass,6291,spider carcass
Spider on shaft,6299,spider on shaft
Spider on stick,6297,spider on stick
Spiked boots,3107,spiked boots
Spiked manacles,23389,spiked manacles
Spiky vambraces,10077,spiky vambraces
Spinach roll,1969,spinach roll
Spined body,6133,spined body
Spined boots,6143,spined boots
Spined chaps,6135,spined chaps
Spined gloves,6149,spined gloves
Spined helm,6131,spined helm
Spiny helmet,4551,spiny helmet
Spirit shield,12829,spirit shield
Split log,10812,split log
Splitbark body,3387,splitbark body
Splitbark boots,3393,splitbark boots
Splitbark gauntlets,3391,splitbark gauntlets
Splitbark helm,3385,splitbark helm
Splitbark legs,3389,splitbark legs
Spork,7437,spork
Spotted cape,10069,spotted cape
Spotted kebbit fur,10125,spotted kebbit fur
Spottier cape,10071,spottier cape
Staff,1379,staff
Staff of air,1381,staff of air
Staff of balance,24144,staff of balance
Staff of bob the cat,23363,staff of bob the cat
Staff of earth,1385,staff of earth
Staff of fire,1387,staff of fire
Staff of light,22296,staff of light
Staff of the dead,11791,staff of the dead
Staff of water,1383,staff of water
Stale baguette,20590,stale baguette
Stamina mix(1),12635,stamina mix(1)
Stamina mix(2),12633,stamina mix(2)
Stamina potion(1),12631,stamina potion(1)
Stamina potion(2),12629,stamina potion(2)
Stamina potion(3),12627,stamina potion(3)
Stamina potion(4),12625,stamina potion(4)
Statius's warhammer,22622,statius's warhammer
Steam battlestaff,11787,steam battlestaff
Steam rune,4694,steam rune
Steam staff upgrade kit,12798,steam staff upgrade kit
Steamforge brew,29412,steamforge brew
Steel 2h sword,1311,steel 2h sword
Steel arrow,886,steel arrow
Steel arrow(p),887,steel arrow(p)
Steel arrow(p+),5618,steel arrow(p+)
Steel arrow(p++),5624,steel arrow(p++)
Steel arrowtips,41,steel arrowtips
Steel axe,1353,steel axe
Steel bar,2353,steel bar
Steel battleaxe,1365,steel battleaxe
Steel bolts,9141,steel bolts
Steel bolts (p),9288,steel bolts (p)
Steel bolts (p+),9295,steel bolts (p+)
Steel bolts (p++),9302,steel bolts (p++)
Steel bolts (unf),9378,steel bolts (unf)
Steel boots,4123,steel boots
Steel brutal,4783,steel brutal
Steel chainbody,1105,steel chainbody
Steel claws,3097,steel claws
Steel crossbow,9179,steel crossbow
Steel crossbow (u),9459,steel crossbow (u)
Steel dagger,1207,steel dagger
Steel dagger(p),1223,steel dagger(p)
Steel dagger(p+),5672,steel dagger(p+)
Steel dagger(p++),5690,steel dagger(p++)
Steel dart,808,steel dart
Steel dart tip,821,steel dart tip
Steel dart(p),814,steel dart(p)
Steel dart(p+),5630,steel dart(p+)
Steel dart(p++),5637,steel dart(p++)
Steel dragon mask,12367,steel dragon mask
Steel felling axe,28202,steel felling axe
Steel full helm,1157,steel full helm
Steel full helm (g),20178,steel full helm (g)
Steel full helm (t),20193,steel full helm (t)
Steel gold-trimmed set (lg),20382,steel gold-trimmed set (lg)
Steel gold-trimmed set (sk),20385,steel gold-trimmed set (sk)
Steel halberd,3194,steel halberd
Steel hasta,11371,steel hasta
Steel hasta(p),11393,steel hasta(p)
Steel hasta(p+),11396,steel hasta(p+)
Steel hasta(p++),11398,steel hasta(p++)
Steel javelin,827,steel javelin
Steel javelin heads,19574,steel javelin heads
Steel javelin(p),833,steel javelin(p)
Steel javelin(p+),5644,steel javelin(p+)
Steel javelin(p++),5650,steel javelin(p++)
Steel kiteshield,1193,steel kiteshield
Steel kiteshield (g),20181,steel kiteshield (g)
Steel kiteshield (t),20196,steel kiteshield (t)
Steel knife,865,steel knife
Steel knife(p),872,steel knife(p)
Steel knife(p+),5656,steel knife(p+)
Steel knife(p++),5663,steel knife(p++)
Steel limbs,9425,steel limbs
Steel locks,25445,steel locks
Steel longsword,1295,steel longsword
Steel mace,1424,steel mace
Steel med helm,1141,steel med helm
Steel nails,1539,steel nails
Steel pickaxe,1269,steel pickaxe
Steel platebody,1119,steel platebody
Steel platebody (g),20169,steel platebody (g)
Steel platebody (t),20184,steel platebody (t)
Steel platelegs,1069,steel platelegs
Steel platelegs (g),20172,steel platelegs (g)
Steel platelegs (t),20187,steel platelegs (t)
Steel plateskirt,1083,steel plateskirt
Steel plateskirt (g),20175,steel plateskirt (g)
Steel plateskirt (t),20190,steel plateskirt (t)
Steel scimitar,1325,steel scimitar
Steel set (lg),12984,steel set (lg)
Steel set (sk),12986,steel set (sk)
Steel spear,1241,steel spear
Steel spear(p),1255,steel spear(p)
Steel spear(p+),5708,steel spear(p+)
Steel spear(p++),5722,steel spear(p++)
Steel sq shield,1177,steel sq shield
Steel studs,2370,steel studs
Steel sword,1281,steel sword
Steel thrownaxe,802,steel thrownaxe
Steel trimmed set (lg),20376,steel trimmed set (lg)
Steel trimmed set (sk),20379,steel trimmed set (sk)
Steel warhammer,1339,steel warhammer
Stew,2003,stew
Stone scarab,9030,stone scarab
Stone seal,9042,stone seal
Stone statuette,9038,stone statuette
Stony basalt,22601,stony basalt
Strange fruit,464,strange fruit
Strange old lockpick (full),24740,strange old lockpick (full)
Strawberries(5),5406,strawberries(5)
Strawberry,5504,strawberry
Strawberry seed,5323,strawberry seed
Strength amulet (t),10364,strength amulet (t)
Strength mix(1),11441,strength mix(1)
Strength mix(2),11443,strength mix(2)
Strength potion(1),119,strength potion(1)
Strength potion(2),117,strength potion(2)
Strength potion(3),115,strength potion(3)
Strength potion(4),113,strength potion(4)
Stretched hide,6173,stretched hide
Stripy feather,10087,stripy feather
Stripy pirate shirt (beige),7110,stripy pirate shirt (beige)
Stripy pirate shirt (blue),7128,stripy pirate shirt (blue)
Stripy pirate shirt (brown),7134,stripy pirate shirt (brown)
Stripy pirate shirt (red),7122,stripy pirate shirt (red)
Stronghold notes,9004,stronghold notes
Strung rabbit foot,10132,strung rabbit foot
Studded body,1133,studded body
Studded body (g),7362,studded body (g)
Studded body (t),7364,studded body (t)
Studded chaps,1097,studded chaps
Studded chaps (g),7366,studded chaps (g)
Studded chaps (t),7368,studded chaps (t)
Sturdy harness,28149,sturdy harness
Sulliuscep cap,21626,sulliuscep cap
Sulphur blades,29084,sulphur blades
Summer pie,7218,summer pie
Sun-shine,29421,sun-shine
Sunbeam ale,29409,sunbeam ale
Sunfire fanatic armour set,29424,sunfire fanatic armour set
Sunfire fanatic chausses,28939,sunfire fanatic chausses
Sunfire fanatic cuirass,28936,sunfire fanatic cuirass
Sunfire fanatic helm,28933,sunfire fanatic helm
Sunfire rune,28929,sunfire rune
Sunfire splinters,28924,sunfire splinters
Sunlight antelope antler,29168,sunlight antelope antler
Sunlight antelope fur,29177,sunlight antelope fur
Sunlight antler bolts,28872,sunlight antler bolts
Sunlight moth,28890,sunlight moth
Sunlight moth mix (1),29210,sunlight moth mix (1)
Sunlight moth mix (2),29192,sunlight moth mix (2)
Super antifire mix(1),21997,super antifire mix(1)
Super antifire mix(2),21994,super antifire mix(2)
Super antifire potion(1),21987,super antifire potion(1)
Super antifire potion(2),21984,super antifire potion(2)
Super antifire potion(3),21981,super antifire potion(3)
Super antifire potion(4),21978,super antifire potion(4)
Super attack(1),149,super attack(1)
Super attack(2),147,super attack(2)
Super attack(3),145,super attack(3)
Super attack(4),2436,super attack(4)
Super combat potion(1),12701,super combat potion(1)
Super combat potion(2),12699,super combat potion(2)
Super combat potion(3),12697,super combat potion(3)
Super combat potion(4),12695,super combat potion(4)
Super def. mix(1),11499,super def. mix(1)
Super def. mix(2),11497,super def. mix(2)
Super defence(1),167,super defence(1)
Super defence(2),165,super defence(2)
Super defence(3),163,super defence(3)
Super defence(4),2442,super defence(4)
Super energy mix(1),11483,super energy mix(1)
Super energy mix(2),11481,super energy mix(2)
Super energy(1),3022,super energy(1)
Super energy(2),3020,super energy(2)
Super energy(3),3018,super energy(3)
Super energy(4),3016,super energy(4)
Super kebab,4608,super kebab
Super potion set,13066,super potion set
Super restore mix(1),11495,super restore mix(1)
Super restore mix(2),11493,super restore mix(2)
Super restore(1),3030,super restore(1)
Super restore(2),3028,super restore(2)
Super restore(3),3026,super restore(3)
Super restore(4),3024,super restore(4)
Super str. mix(1),11487,super str. mix(1)
Super str. mix(2),11485,super str. mix(2)
Super strength(1),161,super strength(1)
Super strength(2),159,super strength(2)
Super strength(3),157,super strength(3)
Super strength(4),2440,super strength(4)
Superantipoison(1),185,superantipoison(1)
Superantipoison(2),183,superantipoison(2)
Superantipoison(3),181,superantipoison(3)
Superantipoison(4),2448,superantipoison(4)
Superattack mix(1),11471,superattack mix(1)
Superattack mix(2),11469,superattack mix(2)
Supercompost,6034,supercompost
Superior dragon bones,22124,superior dragon bones
Swamp lizard,10149,swamp lizard
Swamp paste,1941,swamp paste
Swamp tar,1939,swamp tar
Swamp toad (item),2150,swamp toad (item)
Swamp weed,10978,swamp weed
Swampbark body,25389,swampbark body
Swampbark boots,25395,swampbark boots
Swampbark gauntlets,25392,swampbark gauntlets
Swampbark helm,25398,swampbark helm
Swampbark legs,25401,swampbark legs
Sweetcorn,5986,sweetcorn
Sweetcorn (bowl),7088,sweetcorn (bowl)
Sweetcorn seed,5320,sweetcorn seed
Swift blade,24219,swift blade
Swordfish,373,swordfish
Tai bwo wannai teleport,12409,tai bwo wannai teleport
Tall box hedge (bagged),8449,tall box hedge (bagged)
Tall fancy hedge (bagged),8447,tall fancy hedge (bagged)
Tan cavalier,2639,tan cavalier
Tangled toad's legs,2187,tangled toad's legs
Tanzanite fang,12922,tanzanite fang
Target teleport,24336,target teleport
